symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
DOC,19.415,1.085,4830120,13663927530,1.2,15.24-22.38,0.035,"Healthpeak Properties, Inc.",USD,0001574540,US71943U1043,71943U104,New York Stock Exchange,NYSE,REIT - Healthcare Facilities,https://www.healthpeak.com,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns, operates, and develops high-quality real estate for healthcare discovery and delivery.",Mr. Scott M. Brinker,Real Estate,US,193,(720) 428-5050,4600 South Syracuse Street,Denver,CO,80237,-16.29109,35.6710934217491,https://financialmodelingprep.com/image-stock/DOC.png,1985-05-23,False,False,True,False,False
HSIC,67.37,0.898,1009232,8626795803,0.0,60.01-82.63,0.82,"Henry Schein, Inc.",USD,0001000228,US8064071025,806407102,NASDAQ Global Select,NASDAQ,Medical - Distribution,https://www.henryschein.com,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",Mr. Stanley M. Bergman,Healthcare,US,25000,631 843 5500,135 Duryea Road,Melville,NY,11747,-12.30737,78.85737187370661,https://financialmodelingprep.com/image-stock/HSIC.png,1995-11-03,False,False,True,False,False
HSY,183.06,0.362,1660614,37020125680,5.48,178.82-261.58,1.06,The Hershey Company,USD,0000047111,US4278661081,427866108,New York Stock Exchange,NYSE,Food Confectioners,https://www.thehersheycompany.com,"The Hershey Company, together with its subsidiaries, engages in the manufacture and sale of confectionery products and pantry items in the United States and internationally. The company operates through three segments: North America Confectionery, North America Salty Snacks, and International. It offers chocolate and non-chocolate confectionery products; gum and mint refreshment products, including mints, chewing gums, and bubble gums; pantry items, such as baking ingredients, toppings, beverages, and sundae syrups; and snack items comprising spreads, meat snacks, bars and snack bites, mixes, popcorn, and protein bars. The company provides its products primarily under the Hershey's, Reese's, Kisses, Jolly Rancher, Almond Joy, Brookside, barkTHINS, Cadbury, Good & Plenty, Heath, Kit Kat, Payday, Rolo, Twizzlers, Whoppers, York, Ice Breakers, Breath Savers, Bubble Yum, Lily's, SkinnyPop, Pirates Booty, Paqui, Dot's Homestyle Pretzels, and ONE Bar brands, as well as under the Pelon Pelo Rico, IO-IO, and Sofit brands. It markets and sells its products to wholesale distributors, chain grocery stores, mass merchandisers, chain drug stores, vending companies, wholesale clubs, convenience stores, dollar stores, concessionaires, and department stores. The company was founded in 1894 and is headquartered in Hershey, Pennsylvania.",Ms. Michele Gross Buck,Consumer Defensive,US,18650,717 534 4200,19 East Chocolate Avenue,Hershey,PA,17033,-241.77751,423.777508043764,https://financialmodelingprep.com/image-stock/HSY.png,1980-03-17,False,False,True,False,False
HES,147.92,1.204,2208582,45575483280,1.75,129.12-167.75,0.78,Hess Corporation,USD,0000004447,US42809H1077,42809H107,New York Stock Exchange,NYSE,Oil & Gas Exploration & Production,https://www.hess.com,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas. The company operates in two segments, Exploration and Production, and Midstream. It conducts production operations primarily in the United States, Guyana, the Malaysia/Thailand Joint Development Area, and Malaysia; and exploration activities principally offshore Guyana, the U.S. Gulf of Mexico, and offshore Suriname and Canada. The company is also involved in gathering, compressing, and processing natural gas; fractionating NGLs; gathering, terminaling, loading, and transporting crude oil and NGL through rail car; and storing and terminaling propane, as well as providing water handling services primarily in the Bakken Shale plays in the Williston Basin area of North Dakota. As of December 31, 2021, it had total proved reserves of 1,309 million barrels of oil equivalent. The company was incorporated in 1920 and is headquartered in New York, New York.",Mr. John B. Hess,Energy,US,1756,212 997 8500,1185 Avenue of the Americas,New York,NY,10036,208.72783,-61.58782602538961,https://financialmodelingprep.com/image-stock/HES.png,1980-03-17,False,False,True,False,False
HPE,20.765,1.192,16000175,26987647550,0.52,14.465-22.82,-0.715,Hewlett Packard Enterprise Company,USD,0001645590,US42824C1099,42824C109,New York Stock Exchange,NYSE,Communication Equipment,https://www.hpe.com,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company offers general purpose servers for multi-workload computing and workload-optimized servers; HPE ProLiant rack and tower servers; HPE BladeSystem and HPE Synergy; and solutions for secondary workloads and traditional tape, storage networking, and disk products, such as HPE Modular Storage Arrays and HPE XP. It also offers HPE Apollo and Cray products; and HPE Superdome Flex, HPE Nonstop, HPE Integrity, and HPE Edgeline products. In addition, the company provides HPE Aruba product portfolio that includes wired and wireless local area network hardware products, such as Wi-Fi access points, switches, routers, and sensors; HPE Aruba software and services comprising cloud-based management, network management, network access control, analytics and assurance, and location; and professional and support services, as well as as-a-service and consumption models for the intelligent edge portfolio of products. Further, it offers various leasing, financing, IT consumption, and utility programs and asset management services for customers to facilitate technology deployment models and the acquisition of complete IT solutions, including hardware, software, and services from Hewlett Packard Enterprise and others. Additionally, the company invests in communications and media solutions. It has a partnership with Striim, Inc. to offer high performance and mission-critical solutions with real-time analytics. It serves commercial and large enterprise groups, such as business and public sector enterprises; and through various partners comprising resellers, distribution partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. Hewlett Packard Enterprise Company was founded in 1939 and is headquartered in Houston, Texas.",Mr. Antonio Fabio Neri,Technology,US,62000,650 687 5817,11445 Compaq Center West Drive,Houston,TX,77070,6.59181,14.888194381694696,https://financialmodelingprep.com/image-stock/HPE.png,2015-10-19,False,False,True,False,False
HLT,215.295,1.308,1590308,53833653570,0.6,136.76-218.45,-2.515,Hilton Worldwide Holdings Inc.,USD,0001585689,US43300A2033,43300A203,New York Stock Exchange,NYSE,Travel Lodging,https://www.hilton.com,"Hilton Worldwide Holdings Inc., a hospitality company, owns, leases, manages, develops, and franchises hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, Conrad Hotels & Resorts, Canopy by Hilton, Tempo by Hilton, Motto by Hilton, Signia by Hilton, Hilton Hotels & Resorts, Curio Collection by Hilton, DoubleTree by Hilton, Tapestry Collection by Hilton, Embassy Suites by Hilton, Hilton Garden Inn, Hampton by Hilton, Tru by Hilton, Homewood Suites by Hilton, Home2 Suites by Hilton, and Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. As of February 16, 2022, the company had approximately 6,800 properties with 1 million rooms in 122 countries and territories. Hilton Worldwide Holdings Inc. was founded in 1919 and is headquartered in McLean, Virginia.",Mr. Christopher J. Nassetta,Consumer Cyclical,US,178000,703 883 1000,7930 Jones Branch Drive,McLean,VA,22102,131.77708,86.03291848443789,https://financialmodelingprep.com/image-stock/HLT.png,2013-12-12,False,False,True,False,False
HOLX,72.68,1.002,1416916,16961840360,0.0,64.02-82.45,0.47,"Hologic, Inc.",USD,0000859737,US4364401012,436440101,NASDAQ Global Select,NASDAQ,Medical - Instruments & Supplies,https://www.hologic.com,"Hologic, Inc. develops, manufactures, and supplies diagnostics products, medical imaging systems, and surgical products for women's health through early detection and treatment in the United States, Europe, the Asia-Pacific, and internationally. It operates through four segments: Diagnostics, Breast Health, GYN Surgical, and Skeletal Health. The company provides Aptima molecular diagnostic assays to detect the infectious microorganisms; Aptima viral load tests for HIV, Hepatitis C, and Hepatitis B; Aptima SARS-CoV-2 and Panther Fusion SARS-CoV-2 assays for the detection of SARS-CoV-2; ThinPrep System for use in cytology applications; Rapid Fetal Fibronectin Test that assists physicians in assessing the risk of pre-term birth; and various diagnostic tests for the detection of Group B Streptococcus. It also offers breast imaging and analytics, such as 2D and 3D digital mammography systems and reading workstations, minimally invasive breast biopsy guidance systems and devices, breast biopsy site markers and localization, specimen radiology, and ultrasound and connectivity solutions; and breast conserving surgery products. In addition, the company provides NovaSure Endometrial Ablation System for the treatment of abnormal uterine bleeding; MyoSure Hysteroscopic Tissue Removal System for the removal of fibroids, polyps, and other pathology within the uterus; and Fluent Fluid Management System that provides liquid distention during diagnostic and operative hysteroscopic procedures. Further, it offers Horizon DXA, a dual energy X-ray system; and the Fluoroscan Insight FD mini C-arm to perform minimally invasive orthopedic surgical procedures. The company sells its products through direct sales and service forces, and independent distributors and sales representatives. Hologic, Inc. was incorporated in 1985 and is headquartered in Marlborough, Massachusetts.",Mr. Stephen P. MacMillan,Healthcare,US,6990,508 263 2900,250 Campus Drive,Marlborough,MA,01752,-35.23409,107.44409236015821,https://financialmodelingprep.com/image-stock/HOLX.png,1990-03-01,False,False,True,False,False
HD,354.99,1.0,3588530,352013053860,9.0,274.26-396.87,1.55,"The Home Depot, Inc.",USD,0000354950,US4370761029,437076102,New York Stock Exchange,NYSE,Home Improvement,https://www.homedepot.com,"The Home Depot, Inc. operates as a home improvement retailer. It operates The Home Depot stores that sell various building materials, home improvement products, lawn and garden products, and décor products, as well as facilities maintenance, repair, and operations products The company also offers installation services for flooring, cabinets and cabinet makeovers, countertops, furnaces and central air systems, and windows. In addition, it provides tool and equipment rental services. The company primarily serves homeowners; and professional renovators/remodelers, general contractors, maintenance professionals, handymen, property managers, building service contractors, and specialty tradesmen, such as electricians, plumbers, and painters. It also sells its products through websites, including homedepot.com; blinds.com, an online site for custom window coverings; and thecompanystore.com, an online site for textiles and décor products. As of December 31, 2021, the company operated 2,317 stores in the United States. The Home Depot, Inc. was incorporated in 1978 and is based in Atlanta, Georgia.",Mr. Edward P. Decker,Consumer Cyclical,US,465000,770 433 8211,2455 Paces Ferry Road,Atlanta,GA,30339,10.75283,342.68716754050416,https://financialmodelingprep.com/image-stock/HD.png,1981-09-22,False,False,True,False,False
HON,215.0366,1.027,2701309,140028823408,4.32,174.88-215.785,0.8966,Honeywell International Inc.,USD,0000773840,US4385161066,438516106,NASDAQ Global Select,NASDAQ,Conglomerates,https://www.honeywell.com,"Honeywell International Inc. operates as a diversified technology and manufacturing company worldwide. Its Aerospace segment offers auxiliary power units, propulsion engines, integrated avionics, environmental control and electric power systems, engine controls, flight safety, communications, navigation hardware, data and software applications, radar and surveillance systems, aircraft lighting, advanced systems and instruments, satellite and space components, and aircraft wheels and brakes; spare parts; repair, overhaul, and maintenance services; thermal systems, as well as wireless connectivity and management services. The company's Honeywell Building Technologies segment offers software applications for building control and optimization; sensors, switches, control systems, and instruments for energy management; access control; video surveillance; fire products; and installation, maintenance, and upgrades of systems. Its Performance Materials and Technologies segment offers automation control, instrumentation, and software and related services; catalysts and adsorbents, equipment, and consulting; and materials to manufacture end products, such as bullet-resistant armor, nylon, computer chips, and pharmaceutical packaging, as well as provides reduced and low global-warming-potential materials based on hydrofluoro-olefin technology. The company's Safety and Productivity Solutions segment provides personal protection equipment, apparel, gear, and footwear; gas detection technology; cloud-based notification and emergency messaging; mobile devices and software; supply chain and warehouse automation equipment, and software solutions; custom-engineered sensors, switches, and controls; and data and asset management productivity software solutions. The company was founded in 1906 and is headquartered in Charlotte, North Carolina.",Mr. Vimal M. Kapur,Industrials,US,95000,704 627 6200,855 South Mint Street,Charlotte,NC,28202,89.05457,125.08542575302558,https://financialmodelingprep.com/image-stock/HON.png,2001-02-21,False,False,True,False,False
HRL,30.73,0.247,2522282,16849412650,1.13,28.51-41.73,0.25,Hormel Foods Corporation,USD,0000048465,US4404521001,440452100,New York Stock Exchange,NYSE,Packaged Foods,https://www.hormelfoods.com,"Hormel Foods Corporation develops, processes, and distributes various meat, nuts, and food products to retail, foodservice, deli, and commercial customers in the United States and internationally. The company operates through four segments: Grocery Products, Refrigerated Foods, Jennie-O Turkey Store, and International & Other. It provides various perishable products that include fresh meats, frozen items, refrigerated meal solutions, sausages, hams, guacamoles, and bacons; and shelf-stable products comprising canned luncheon meats, nut butters, snack nuts, chilies, shelf-stable microwaveable meals, hashes, stews, tortillas, salsas, tortilla chips, and others. The company also engages in the processing, marketing, and sale of branded and unbranded pork, beef, poultry, and turkey products, as well as offers nutritional food products and supplements, desserts and drink mixes, and industrial gelatin products. It sells its products primarily under the SKIPPY, SPAM, Hormel, Natural Choice, Applegate, Justin's, Jennie-O, Café H, Herdez, Black Label, Sadler's, Columbus, Gatherings, Herdez, Wholly, Columbus, Planters, NUT-rition, Planters Cheez Balls, Corn Nuts, etc. brand names through sales personnel, independent brokers, and distributors. The company was formerly known as Geo. A. Hormel & Company and changed its name to Hormel Foods Corporation in January 1995. Hormel Foods Corporation was founded in 1891 and is headquartered in Austin, Minnesota.",Mr. James P. Snee,Consumer Defensive,US,20000,507 437 5611,1 Hormel Place,Austin,MN,55912-3680,-13.77994,44.259936166261845,https://financialmodelingprep.com/image-stock/HRL.png,1980-03-17,False,False,True,False,False
HST,18.225,1.329,5637220,12849426900,0.8,14.92-21.31,0.165,"Host Hotels & Resorts, Inc.",USD,0001070750,US44107P1049,44107P104,NASDAQ Global Select,NASDAQ,REIT - Hotel & Motel,https://www.hosthotels.com,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 74 properties in the United States and five properties internationally totaling approximately 46,100 rooms. The Company also holds non-controlling interests in six domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott®, Ritz-Carlton®, Westin®, Sheraton®, W®, St. Regis®, The Luxury Collection®, Hyatt®, Fairmont®, Hilton®, Swissôtel®, ibis® and Novotel®, as well as independent brands. For additional information, please visit the Company's website at www.hosthotels.com.",Mr. James F. Risoleo,Real Estate,US,163,240-744-1000,4747 Bethesda Avenue,Bethesda,MD,20817,28.94963,-10.889633046750937,https://financialmodelingprep.com/image-stock/HST.png,1980-03-17,False,False,True,False,False
HWM,79.08,1.332,2964572,32279111640,0.19,42.94-85.52,-0.43,Howmet Aerospace Inc.,USD,0000004281,US4432011082,443201108,New York Stock Exchange,NYSE,Industrial - Machinery,https://www.howmet.com,"Howmet Aerospace Inc. provides advanced engineered solutions for the aerospace and transportation industries in the United States, Japan, France, Germany, the United Kingdom, Mexico, Italy, Canada, Poland, China, and internationally. It operates through four segments: Engine Products, Fastening Systems, Engineered Structures, and Forged Wheels. The Engine Products segment offers airfoils and seamless rolled rings primarily for aircraft engines and industrial gas turbines; and rotating parts, as well as structural parts. The Fastening Systems segment produces aerospace fastening systems, as well as commercial transportation, industrial, and other fasteners. The Engineered Structures segment provides titanium ingots and mill products for aerospace and defense applications; and aluminum and nickel forgings, and machined components and assemblies. The Forged Wheels segment offers forged aluminum wheels and related products for heavy-duty trucks and commercial transportation markets. The company was formerly known as Arconic Inc. The company was founded in 1888 and is based in Pittsburgh, Pennsylvania.",Mr. John C. Plant FCA,Industrials,US,23200,412 553 1950,201 Isabella Street,Pittsburgh,PA,15212-5872,81.87491,-2.364911024863486,https://financialmodelingprep.com/image-stock/HWM.png,2016-11-01,False,False,True,False,False
HPQ,36.415,1.13,7779091,35634262400,1.1,25.22-39.52,0.175,HP Inc.,USD,0000047217,US40434L1052,40434L105,New York Stock Exchange,NYSE,Computer Hardware,https://www.hp.com,"HP Inc. provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally. The company operates through three segments: Personal Systems, Printing, and Corporate Investments. The Personal Systems segment offers commercial and consumer desktop and notebook personal computers, workstations, thin clients, commercial mobility devices, retail point-of-sale systems, displays and peripherals, software, support, and services. The Printing segment provides consumer and commercial printer hardware, supplies, solutions, and services. The Corporate Investments segment is involved in the HP Labs and business incubation, and investment projects. It serves individual consumers, small- and medium-sized businesses, and large enterprises, including customers in the government, health, and education sectors. The company was formerly known as Hewlett-Packard Company and changed its name to HP Inc. in October 2015. HP Inc. was founded in 1939 and is headquartered in Palo Alto, California.",Mr. Enrique J. Lores,Technology,US,58000,650 857 1501,1501 Page Mill Road,Palo Alto,CA,94304,1.84074,34.399256017409144,https://financialmodelingprep.com/image-stock/HPQ.png,1957-11-06,False,False,True,False,False
HUBB,378.675,0.933,455848,20329546050,4.88,248.37-429.61,-1.395,Hubbell Incorporated,USD,0000048898,US4435106079,443510607,New York Stock Exchange,NYSE,Electrical Equipment & Parts,https://www.hubbell.com,"Hubbell Incorporated, together with its subsidiaries, designs, manufactures, and sells electrical and electronic products in the United States and internationally. It operates through two segments, Electrical Solution and Utility Solution. The Electrical Solution segment offers standard and special application wiring device products, rough-in electrical products, connector and grounding products, lighting fixtures, and other electrical equipment for use in industrial, commercial, and institutional facilities by electrical contractors, maintenance personnel, electricians, utilities, and telecommunications companies, as well as components and assemblies for the natural gas distribution market. It also designs and manufactures various industrial controls, and communication systems for use in the non-residential and industrial markets, as well as in the oil and gas, and mining industries. This segment sells its products through electrical and industrial distributors, home centers, retail and hardware outlets, lighting showrooms, and residential product-oriented Internet sites; and special application products primarily through wholesale distributors to contractors, industrial customers, and original equipment manufacturers. The Utility Solution segment designs, manufactures, and sells distribution, transmission, substation, and telecommunications products, such as arresters, insulators, connectors, anchors, bushings, and enclosures; and utility infrastructure products, including smart meters, communications systems, and protection and control devices. This segment sells its products to distributors, as well as directly to users, such as utilities, telecommunication companies, industrial firms, and construction and engineering firms. Its brand portfolio includes Hubbell, Kellems, Bryant, Burndy, CMC, Bell, TayMac, Wiegmann, Killark, Hawke, Aclara, Fargo, Quazite, Hot Box, etc. The company was founded in 1888 and is headquartered in Shelton, Connecticut.",Mr. Gerben W. Bakker,Industrials,US,18400,475 882 4000,40 Waterview Drive,Shelton,CT,06484-1000,122.37066,257.699338263757,https://financialmodelingprep.com/image-stock/HUBB.png,1972-06-05,False,False,True,False,False
HUM,358.705,0.528,1619038,43224311205,3.54,298.61-530.54,1.285,Humana Inc.,USD,0000049071,US4448591028,444859102,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.humana.com,"Humana Inc., together with its subsidiaries, operates as a health and well-being company in the United States. It operates through three segments: Retail, Group and Specialty, and Healthcare Services. The company offers medical and supplemental benefit plans to individuals. It also has a contract with Centers for Medicare and Medicaid Services to administer the Limited Income Newly Eligible Transition prescription drug plan program; and contracts with various states to provide Medicaid, dual eligible, and long-term support services benefits. In addition, the company provides commercial fully insured medical and specialty health insurance benefits comprising dental, vision, and other supplemental health benefits; and administrative services only products to individuals and employer groups, as well as military services, such as TRICARE T2017 East Region contract. Further, it offers pharmacy solutions, provider services, and home solutions services, such as home health and other services to its health plan members, as well as to third parties. As of December 31, 2021, the company had approximately 17 million members in medical benefit plans, as well as approximately 5 million members in specialty products. Humana Inc. was founded in 1961 and is headquartered in Louisville, Kentucky.",Mr. Bruce Dale Broussard,Healthcare,US,67600,502 580 1000,Humana Building,Louisville,KY,40202,-796.57759,1244.337586009672,https://financialmodelingprep.com/image-stock/HUM.png,1981-12-31,False,False,True,False,False
HBAN,12.54,1.101,15360680,18173595000,0.62,9.25-14.3,0.02,Huntington Bancshares Incorporated,USD,0000049196,US4461501045,446150104,NASDAQ Global Select,NASDAQ,Banks - Regional,https://www.huntington.com,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States. The company operates through four segments: Consumer and Business Banking; Commercial Banking; Vehicle Finance; and Regional Banking and The Huntington Private Client Group (RBHPCG). The Consumer and Business Banking segment offers financial products and services, such as checking accounts, savings accounts, money market accounts, certificates of deposit, credit cards, and consumer and small business loans, as well as investment products. This segment also provides mortgages, insurance, interest rate risk protection, foreign exchange, automated teller machine, and treasury management services, as well as online, mobile, and telephone banking services. It serves consumer and small business customers. The Commercial Banking segment offers regional commercial banking solutions for middle market businesses, government and public sector entities, and commercial real estate developers/REITs; and specialty banking solutions for healthcare, technology and telecommunications, franchise finance, sponsor finance, and global services industries. It also provides asset finance services; capital raising solutions, sales and trading, and corporate risk management products; institutional banking services; and treasury management services. The Vehicle Finance segment provides financing to consumers for the purchase of automobiles, light-duty trucks, recreational vehicles, and marine craft at franchised and other select dealerships, as well as to franchised dealerships for the acquisition of new and used inventory. The RBHPCG segment offers private banking, wealth and investment management, and retirement plan services. As of March 18, 2022, the company had approximately 1,000 branches in 11 states. Huntington Bancshares Incorporated was founded in 1866 and is headquartered in Columbus, Ohio.",Mr. Stephen D. Steinour,Financial Services,US,19719,614 480 2265,Huntington Center,Columbus,OH,43287,-6.49289,19.012892926440458,https://financialmodelingprep.com/image-stock/HBAN.png,1980-03-17,False,False,True,False,False
HII,245.78,0.556,323641,9691916474,5.2,199.11-299.5,-1.58,"Huntington Ingalls Industries, Inc.",USD,0001501585,US4464131063,446413106,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.huntingtoningalls.com,"Huntington Ingalls Industries, Inc. engages in designing, building, overhauling, and repairing military ships in the United States. It operates through three segments: Ingalls Shipbuilding, Newport News Shipbuilding, and Technical Solutions. The company is involved in the design and construction of non-nuclear ships comprising amphibious assault ships; expeditionary warfare ships; surface combatants; and national security cutters for the U.S. Navy and U.S. Coast Guard. It also provides nuclear-powered ships, such as aircraft carriers and submarines, as well as refueling and overhaul, and inactivation services of ships. In addition, the company offers naval nuclear support services, including fleet services comprising design, construction, maintenance, and disposal activities for in-service the U.S. Navy nuclear ships; and maintenance services on nuclear reactor prototypes. Further, it provides life-cycle sustainment services to the U.S. Navy fleet and other maritime customers; high-end information technology and mission-based solutions for Department of Defense (DoD), intelligence, and federal civilian customers; nuclear management and operations and environmental management services for the Department of Energy, DoD, state and local governments, and private sector companies; defense and federal solutions; and unmanned systems. Huntington Ingalls Industries, Inc. was founded in 1886 and is headquartered in Newport News, Virginia.",Mr. Christopher D. Kastner,Industrials,US,44000,757 380 2000,4101 Washington Avenue,Newport News,VA,23607,-287.5014,534.8613979803707,https://financialmodelingprep.com/image-stock/HII.png,2011-03-22,False,False,True,False,False
IBM,172.915,0.718,3838983,158840237745,6.68,129.18-199.18,-1.005,International Business Machines Corporation,USD,0000051143,US4592001014,459200101,New York Stock Exchange,NYSE,Information Technology Services,https://www.ibm.com,"International Business Machines Corporation provides integrated solutions and services worldwide. The company operates through four business segments: Software, Consulting, Infrastructure, and Financing. The Software segment offers hybrid cloud platform and software solutions, such as Red Hat, an enterprise open-source solutions; software for business automation, AIOps and management, integration, and application servers; data and artificial intelligence solutions; and security software and services for threat, data, and identity. This segment also provides transaction processing software that supports clients' mission-critical and on-premise workloads in banking, airlines, and retail industries. The Consulting segment offers business transformation services, including strategy, business process design and operations, data and analytics, and system integration services; technology consulting services; and application and cloud platform services. The Infrastructure segment provides on-premises and cloud-based server and storage solutions for its clients' mission-critical and regulated workloads; and support services and solutions for hybrid cloud infrastructure, as well as remanufacturing and remarketing services for used equipment. The Financing segment offers lease, installment payment, loan financing, and short-term working capital financing services. The company was formerly known as Computing-Tabulating-Recording Co. International Business Machines Corporation was incorporated in 1911 and is headquartered in Armonk, New York.",Mr. Arvind  Krishna,Technology,US,282200,914 499 1900,One New Orchard Road,Armonk,NY,10504,-80.25269,254.17268803169483,https://financialmodelingprep.com/image-stock/IBM.png,1915-09-24,False,False,True,False,False
IEX,201.705,0.982,403964,15268140657,2.76,183.77-246.36,-1.465,IDEX Corporation,USD,0000832101,US45167R1041,45167R104,New York Stock Exchange,NYSE,Industrial - Machinery,https://www.idexcorp.com,"IDEX Corporation, together with its subsidiaries, provides applied solutions worldwide. The company operates through three segments: Fluid & Metering Technologies (FMT), Health & Science Technologies (HST), and Fire & Safety/Diversified Products (FSDP). The FMT segment designs, produces, and distributes positive displacement pumps, small volume provers, flow meters, injectors, and other fluid-handling pump modules and systems, as well as offers flow monitoring and other services for the food, chemical, general industrial, water and wastewater, agricultural, and energy industries. The HST segment designs, produces, and distributes precision fluidics, rotary lobe pumps, centrifugal and positive displacement pumps, roll compaction and drying systems, pneumatic components and sealing solutions, high performance molded and extruded sealing components, custom mechanical and shaft seals, engineered hygienic mixers and valves, biocompatible medical devices and implantables, air compressors and blowers, optical components and coatings, laboratory and commercial equipment, precision photonic solutions, and precision gear and peristaltic pump technologies. This segment serves food and beverage, pharmaceutical and biopharmaceutical, cosmetics, marine, chemical, wastewater and water treatment, life sciences, research, and defense markets. The FSDP segment designs, produces, and distributes firefighting pumps, valves and controls, rescue tools, lifting bags, and other components and systems for the fire and rescue industry; engineered stainless steel banding and clamping devices for various industrial and commercial applications; and precision equipment for dispensing, metering, and mixing colorants and paints used in retail and commercial businesses. IDEX Corporation was incorporated in 1987 and is headquartered in Northbrook, Illinois.",Mr. Eric D. Ashleman,Industrials,US,8800,847 498 7070,3100 Sanders Road,Northbrook,IL,60062,-5.27501,208.4450090158385,https://financialmodelingprep.com/image-stock/IEX.png,1989-06-02,False,False,True,False,False
IDXX,496.19,1.333,486485,40978992387,0.0,372.5-583.39,0.23,"IDEXX Laboratories, Inc.",USD,0000874716,US45168D1046,45168D104,NASDAQ Global Select,NASDAQ,Medical - Diagnostics & Research,https://www.idexx.com,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide. The company operates through CAG; Water Quality Products; LPD; and Other segments. It provides point-of-care veterinary diagnostic products, including instruments, consumables, and rapid assay test kits; veterinary reference laboratory diagnostic and consulting services; practice management and diagnostic imaging systems and services for veterinarians; and health monitoring, biological materials testing, and laboratory animal diagnostic instruments and services for biomedical research community. The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers and SARS-CoV-2 RT-PCR that are used in the human point-of-care medical diagnostics market; in-clinic chemistry, blood and urine chemistry, hematology, and SediVue Dx analyzers; SNAP rapid assays test kits. In addition, it provides Colilert, Colilert-18, and Colisure tests, which detect the presence of total coliforms and E. coli in water; Enterolert, Pseudalert, Filta-Max and Filta-Max xpress, Legiolert, and Quanti-Tray products; veterinary software and services for independent veterinary clinics and corporate groups. The company markets its products through marketing, customer service, sales, and technical service groups, as well as through independent distributors and other resellers. IDEXX Laboratories, Inc. was incorporated in 1983 and is headquartered in Westbrook, Maine.",Mr. Jonathan J. Mazelsky,Healthcare,US,11000,207 556 0300,One IDEXX Drive,Westbrook,ME,04092,338.7928,157.16719563653376,https://financialmodelingprep.com/image-stock/IDXX.png,1991-06-21,False,False,True,False,False
